	#chr	start	end	gene_id	h2g	n_causal
445	chr1	28369581	28369582	ENSG00000204138.13	0.0	0
446	chr1	28505942	28505943	ENSG00000180198.16	0.01	5
447	chr1	28505979	28505980	ENSG00000242125.3	0.0	0
448	chr1	28507365	28507366	ENSG00000274266.1	0.23	3
449	chr1	28508558	28508559	ENSG00000200087.1	0.0	0
450	chr1	28544459	28544460	ENSG00000279443.1	0.01	2
451	chr1	28553084	28553085	ENSG00000180098.9	0.01	2
452	chr1	28582985	28582986	ENSG00000197989.14	0.0	0
453	chr1	28592199	28592200	ENSG00000188060.7	0.02	5
454	chr1	28643084	28643085	ENSG00000120656.11	0.0	0
455	chr1	28648599	28648600	ENSG00000274978.1	0.0	0
456	chr1	28648599	28648600	ENSG00000270103.3	0.41000000000000003	2
457	chr1	28668731	28668732	ENSG00000162419.12	0.0	0
458	chr1	28736620	28736621	ENSG00000198492.16	0.01	5
459	chr1	28877335	28877336	ENSG00000233427.1	0.0	0
460	chr1	28887090	28887091	ENSG00000159023.21	0.0	0
461	chr1	29041198	29041199	ENSG00000277958.1	0.17	5
462	chr1	29123902	29123903	ENSG00000253304.2	0.0	0
463	chr1	29181899	29181900	ENSG00000116350.17	0.42000000000000004	2
464	chr1	29230941	29230942	ENSG00000116353.15	0.04	2
465	chr1	29236515	29236516	ENSG00000060656.20	0.0	0
466	chr1	30718503	30718504	ENSG00000186056.10	0.01	5
467	chr1	30723584	30723585	ENSG00000162510.6	0.0	0
468	chr1	30757773	30757774	ENSG00000162511.8	0.02	2
469	chr1	30908757	30908758	ENSG00000162512.16	0.26	1
470	chr1	31036733	31036734	ENSG00000237329.2	0.0	0
471	chr1	31065990	31065991	ENSG00000134644.15	0.0	0
472	chr1	31263680	31263681	ENSG00000229447.2	0.0	0
473	chr1	31296787	31296788	ENSG00000060688.13	0.14	2
474	chr1	31296981	31296982	ENSG00000121766.15	0.21000000000000002	3
475	chr1	31409564	31409565	ENSG00000168528.12	0.22	4
476	chr1	31506280	31506281	ENSG00000284543.1	0.01	4
477	chr1	31644895	31644896	ENSG00000162517.13	0.01	2
478	chr1	31764892	31764893	ENSG00000121753.12	0.47000000000000003	4
479	chr1	31816050	31816051	ENSG00000134668.12	0.0	0
480	chr1	31921840	31921841	ENSG00000269967.1	0.01	4
481	chr1	31933019	31933020	ENSG00000228634.1	0.32	3
482	chr1	31944855	31944856	ENSG00000184007.21	0.0	0
483	chr1	32013867	32013868	ENSG00000121774.18	0.0	0
484	chr1	32072030	32072031	ENSG00000121775.18	0.6	1
485	chr1	32108055	32108056	ENSG00000025800.14	0.01	2
486	chr1	32170732	32170733	ENSG00000250135.1	0.0	0
487	chr1	32179674	32179675	ENSG00000084652.16	0.12	5
488	chr1	32200385	32200386	ENSG00000160050.14	0.23	3
489	chr1	32205660	32205661	ENSG00000160051.11	0.04	2
490	chr1	32206813	32206814	ENSG00000224066.1	0.02	4
491	chr1	32209093	32209094	ENSG00000222046.2	0.0	0
492	chr1	32221927	32221928	ENSG00000084623.11	0.0	0
493	chr1	32222358	32222359	ENSG00000160055.19	0.0	0
494	chr1	32241619	32241620	ENSG00000220785.7	0.03	5
495	chr1	32247221	32247222	ENSG00000183615.6	0.01	2
496	chr1	32251238	32251239	ENSG00000182866.17	0.38	1
497	chr1	32292082	32292083	ENSG00000116478.12	0.04	5
498	chr1	32336232	32336233	ENSG00000175130.7	0.0	0
499	chr1	32351520	32351521	ENSG00000162526.7	0.0	0
500	chr1	32364277	32364278	ENSG00000225828.1	0.17	1
501	chr1	32394447	32394448	ENSG00000160058.18	0.0	0
502	chr1	32650902	32650903	ENSG00000176261.15	0.01	2
503	chr1	32651141	32651142	ENSG00000162521.19	0.08	2
504	chr1	32703595	32703596	ENSG00000162520.14	0.09999999999999999	1
505	chr1	32741829	32741830	ENSG00000162522.11	0.0	0
506	chr1	32816766	32816767	ENSG00000116497.18	0.0	0
507	chr1	32818152	32818153	ENSG00000134684.10	0.61	5
508	chr1	32872481	32872482	ENSG00000160097.18	0.08	3
509	chr1	32901437	32901438	ENSG00000121900.19	0.02	4
510	chr1	32964684	32964685	ENSG00000116514.16	0.08	2
511	chr1	32973552	32973553	ENSG00000278966.2	0.02	4
512	chr1	32979946	32979947	ENSG00000217644.5	0.03	4
513	chr1	32986951	32986952	ENSG00000239670.1	0.02	2
514	chr1	33080995	33080996	ENSG00000004455.16	0.0	0
515	chr1	33081103	33081104	ENSG00000142920.17	0.0	0
516	chr1	33143229	33143230	ENSG00000278997.1	0.060000000000000005	5
517	chr1	33162850	33162851	ENSG00000279179.1	0.03	5
518	chr1	33182058	33182059	ENSG00000116525.14	0.0	0
519	chr1	33256491	33256492	ENSG00000160094.15	0.0	0
520	chr1	33307347	33307348	ENSG00000225313.5	0.0	0
521	chr1	33321097	33321098	ENSG00000184389.9	0.08	4
522	chr1	33336863	33336864	ENSG00000222112.1	0.03	1
523	chr1	33431051	33431052	ENSG00000134686.18	0.01	3
524	chr1	33472644	33472645	ENSG00000121903.14	0.0	0
525	chr1	34755046	34755047	ENSG00000189280.3	0.01	2
526	chr1	34792998	34792999	ENSG00000187513.9	0.0	0
527	chr1	34850693	34850694	ENSG00000230163.1	0.01	5
528	chr1	34859754	34859755	ENSG00000163866.9	0.0	0
529	chr1	34929649	34929650	ENSG00000116544.12	0.0	0
530	chr1	34978705	34978706	ENSG00000241014.2	0.02	3
531	chr1	34985352	34985353	ENSG00000243749.1	0.01	2
532	chr1	35031944	35031945	ENSG00000163867.17	0.0	0
533	chr1	35032171	35032172	ENSG00000197056.11	0.15000000000000002	4
534	chr1	35193144	35193145	ENSG00000116560.11	0.19	1
535	chr1	35268966	35268967	ENSG00000146463.11	0.060000000000000005	2
536	chr1	35350721	35350722	ENSG00000229994.1	0.0	0
537	chr1	35557472	35557473	ENSG00000020129.16	0.0	0
538	chr1	35557949	35557950	ENSG00000142687.18	0.0	0
539	chr1	35573313	35573314	ENSG00000116819.8	0.01	3
540	chr1	35577728	35577729	ENSG00000239636.1	0.02	1
541	chr1	35641525	35641526	ENSG00000126067.12	0.01	5
542	chr1	35718893	35718894	ENSG00000142686.8	0.4	2
543	chr1	35769977	35769978	ENSG00000092853.14	0.05	2
544	chr1	35808015	35808016	ENSG00000134698.11	0.0	0
545	chr1	35869807	35869808	ENSG00000092847.12	0.01	5
546	chr1	35930114	35930115	ENSG00000271914.1	0.02	5
547	chr1	35930717	35930718	ENSG00000126070.20	0.0	0
548	chr1	36084093	36084094	ENSG00000092850.12	0.0	0
549	chr1	36088891	36088892	ENSG00000116863.11	0.01	1
550	chr1	36125221	36125222	ENSG00000171812.13	0.02	1
551	chr1	36155578	36155579	ENSG00000116871.15	0.04	4
552	chr1	36156052	36156053	ENSG00000054116.12	0.0	0
553	chr1	36224431	36224432	ENSG00000054118.15	0.05	4
554	chr1	36306386	36306387	ENSG00000214193.10	0.01	4
555	chr1	36323733	36323734	ENSG00000116883.8	0.01	5
556	chr1	36324153	36324154	ENSG00000142694.6	0.0	0
557	chr1	36385895	36385896	ENSG00000196182.10	0.03	4
558	chr1	36397907	36397908	ENSG00000181817.6	0.0	0
559	chr1	36450450	36450451	ENSG00000116885.18	0.0	0
560	chr1	36464383	36464384	ENSG00000116898.12	0.01	4
561	chr1	36483277	36483278	ENSG00000119535.17	0.0	0
562	chr1	37474410	37474411	ENSG00000233621.1	0.0	0
563	chr1	37474579	37474580	ENSG00000163874.11	0.0	0
564	chr1	37514773	37514774	ENSG00000163875.15	0.0	0
565	chr1	37544762	37544763	ENSG00000232273.1	0.0	0
566	chr1	37554292	37554293	ENSG00000163877.11	0.0	0
567	chr1	37556918	37556919	ENSG00000163879.11	0.0	0
568	chr1	37595936	37595937	ENSG00000134697.13	0.08	5
569	chr1	37692248	37692249	ENSG00000116922.14	0.03	5
570	chr1	37692480	37692481	ENSG00000134690.11	0.09999999999999999	3
571	chr1	37793801	37793802	ENSG00000185090.14	0.0	0
572	chr1	37806978	37806979	ENSG00000197982.14	0.14	2
573	chr1	37808207	37808208	ENSG00000196449.4	0.0	0
574	chr1	37840985	37840986	ENSG00000235673.1	0.0	0
575	chr1	37859591	37859592	ENSG00000188786.10	0.45	2
576	chr1	37860696	37860697	ENSG00000230955.1	0.02	1
577	chr1	37947056	37947057	ENSG00000204084.13	0.0	0
578	chr1	37990074	37990075	ENSG00000183431.12	0.06999999999999999	1
579	chr1	38005605	38005606	ENSG00000183386.10	0.0	0
580	chr1	38009257	38009258	ENSG00000183520.12	0.0	0
581	chr1	38046793	38046794	ENSG00000185668.7	0.060000000000000005	3
582	chr1	38859771	38859772	ENSG00000116954.8	0.0	0
583	chr1	38859999	38860000	ENSG00000228436.2	0.0	0
584	chr1	38873367	38873368	ENSG00000214114.9	0.01	5
585	chr1	38991275	38991276	ENSG00000174574.16	0.01	2
586	chr1	39026317	39026318	ENSG00000168653.11	0.02	3
587	chr1	39081315	39081316	ENSG00000127603.25	0.0	0
588	chr1	39491635	39491636	ENSG00000183682.8	0.75	4
589	chr1	39514955	39514956	ENSG00000237624.1	0.0	0
590	chr1	39559670	39559671	ENSG00000243970.3	0.4	4
591	chr1	39576789	39576790	ENSG00000090621.14	0.03	5
592	chr1	39672037	39672038	ENSG00000116981.3	0.01	1
593	chr1	39691484	39691485	ENSG00000116983.13	0.01	1
594	chr1	39692181	39692182	ENSG00000084072.16	0.0	0
595	chr1	39771347	39771348	ENSG00000198754.5	0.26	4
596	chr1	39788864	39788865	ENSG00000116985.12	0.03	1
597	chr1	39788975	39788976	ENSG00000261798.1	0.01	2
598	chr1	39799421	39799422	ENSG00000284719.1	0.25	4
599	chr1	39883510	39883511	ENSG00000043514.16	0.0	0
600	chr1	39902255	39902256	ENSG00000116990.11	0.03	2
601	chr1	39955111	39955112	ENSG00000168389.17	0.11	5
602	chr1	39962679	39962680	ENSG00000228477.1	0.02	4
603	chr1	40040232	40040233	ENSG00000131236.17	0.0	0
604	chr1	40097726	40097727	ENSG00000131238.17	0.0	0
605	chr1	40161386	40161387	ENSG00000117000.9	0.09999999999999999	3
606	chr1	40257966	40257967	ENSG00000259943.1	0.04	3
607	chr1	40258235	40258236	ENSG00000084073.9	0.0	0
608	chr1	40317285	40317286	ENSG00000049089.15	0.02	1
609	chr1	40344849	40344850	ENSG00000084070.12	0.04	1
610	chr1	40364765	40364766	ENSG00000213172.3	0.0	0
611	chr1	40450106	40450107	ENSG00000187801.15	0.11	5
612	chr1	40464318	40464319	ENSG00000260920.2	0.03	5
613	chr1	40477289	40477290	ENSG00000187815.10	0.0	0
614	chr1	40508740	40508741	ENSG00000164002.11	0.0	0
615	chr1	40531572	40531573	ENSG00000117010.17	0.0	0
616	chr1	40665681	40665682	ENSG00000117016.10	0.02	4
617	chr1	40691688	40691689	ENSG00000066136.20	0.2	5
618	chr1	40692065	40692066	ENSG00000272145.1	0.04	2
619	chr1	40783786	40783787	ENSG00000117013.16	0.01	4
620	chr1	40862365	40862366	ENSG00000179862.6	0.060000000000000005	3
621	chr1	40979334	40979335	ENSG00000171793.15	0.01	4
622	chr1	41014589	41014590	ENSG00000281207.1	0.22	5
623	chr1	41023236	41023237	ENSG00000171790.15	0.05	3
624	chr1	41242115	41242116	ENSG00000010803.16	0.11	1
625	chr1	41361921	41361922	ENSG00000204060.7	0.8200000000000001	2
626	chr1	41484682	41484683	ENSG00000127129.10	0.0	0
627	chr1	41542068	41542069	ENSG00000230638.4	0.01	4
628	chr1	42035924	42035925	ENSG00000127124.16	0.01	2
629	chr1	42335876	42335877	ENSG00000198815.9	0.0	0
630	chr1	42456116	42456117	ENSG00000127125.9	0.0	0
631	chr1	42456252	42456253	ENSG00000066185.13	0.0	0
632	chr1	42463329	42463330	ENSG00000186409.16	0.05	1
633	chr1	42658422	42658423	ENSG00000171960.11	0.01	2
634	chr1	42682417	42682418	ENSG00000065978.19	0.01	3
635	chr1	42767083	42767084	ENSG00000117385.15	0.03	4
636	chr1	42767248	42767249	ENSG00000164008.16	0.02	5
637	chr1	42767305	42767306	ENSG00000283580.3	0.0	0
638	chr1	42785006	42785007	ENSG00000274386.5	0.19	4
639	chr1	42817121	42817122	ENSG00000164010.15	0.0	0
640	chr1	42817396	42817397	ENSG00000177868.12	0.02	2
641	chr1	42846421	42846422	ENSG00000228192.7	0.13	4
642	chr1	42846572	42846573	ENSG00000164011.18	0.0	0
643	chr1	42952640	42952641	ENSG00000284138.1	0.0	0
644	chr1	42959048	42959049	ENSG00000227533.5	0.0	0
645	chr1	42959175	42959176	ENSG00000117394.21	0.0	0
646	chr1	43270935	43270936	ENSG00000117395.12	0.0	0
647	chr1	43300981	43300982	ENSG00000066056.14	0.01	4
648	chr1	43337848	43337849	ENSG00000117400.17	0.01	2
649	chr1	43358657	43358658	ENSG00000234694.1	0.0	0
650	chr1	43358980	43358981	ENSG00000117399.14	0.13	2
651	chr1	43368073	43368074	ENSG00000066322.15	0.0	0
652	chr1	43385112	43385113	ENSG00000229431.1	0.01	1
653	chr1	43389807	43389808	ENSG00000159479.17	0.02	3
654	chr1	43389881	43389882	ENSG00000198198.16	0.06999999999999999	1
655	chr1	43453988	43453989	ENSG00000178922.16	0.01	5
656	chr1	43525186	43525187	ENSG00000142949.17	0.01	3
657	chr1	43650148	43650149	ENSG00000066135.13	0.0	0
658	chr1	43705823	43705824	ENSG00000126091.20	0.0	0
659	chr1	43708137	43708138	ENSG00000236200.5	0.0	0
660	chr1	43933319	43933320	ENSG00000117407.17	0.01	4
661	chr1	43946949	43946950	ENSG00000117408.11	0.01	2
662	chr1	43969999	43970000	ENSG00000132768.14	0.02	3
663	chr1	43974486	43974487	ENSG00000117410.14	0.02	1
664	chr1	43978942	43978943	ENSG00000117411.16	0.01	2
665	chr1	43991358	43991359	ENSG00000159214.13	0.0	0
666	chr1	44030442	44030443	ENSG00000230615.6	0.09	2
667	chr1	44031466	44031467	ENSG00000196517.11	0.0	0
668	chr1	44213454	44213455	ENSG00000178028.14	0.03	1
669	chr1	44355259	44355260	ENSG00000117419.15	0.0	0
670	chr1	44405193	44405194	ENSG00000187147.18	0.01	3
671	chr1	44674480	44674481	ENSG00000126106.14	0.26	1
672	chr1	44674712	44674713	ENSG00000198520.12	0.01	4
673	chr1	44739817	44739818	ENSG00000142945.13	0.0	0
674	chr1	44775250	44775251	ENSG00000142937.12	0.13	3
675	chr1	44775809	44775810	ENSG00000225721.5	0.0	0
676	chr1	44780714	44780715	ENSG00000234093.3	0.01	5
677	chr1	44788169	44788170	ENSG00000142959.5	0.0	0
678	chr1	44800376	44800377	ENSG00000173846.13	0.0	0
679	chr1	44806674	44806675	ENSG00000188396.3	0.0	0
680	chr1	44808481	44808482	ENSG00000222009.8	0.0	0
681	chr1	44843252	44843253	ENSG00000117425.14	0.0	0
682	chr1	44986721	44986722	ENSG00000070785.16	0.04	2
683	chr1	45010949	45010950	ENSG00000126088.14	0.0	0
684	chr1	45011323	45011324	ENSG00000126107.15	0.01	2
685	chr1	45303909	45303910	ENSG00000281912.1	0.0	0
686	chr1	45306208	45306209	ENSG00000162415.7	0.03	5
687	chr1	45326904	45326905	ENSG00000186603.5	0.0	0
688	chr1	45340051	45340052	ENSG00000132773.12	0.18000000000000002	2
689	chr1	45340469	45340470	ENSG00000132781.17	0.01	1
690	chr1	45491162	45491163	ENSG00000070759.17	0.01	4
691	chr1	45500078	45500079	ENSG00000280670.3	0.27	4
692	chr1	45500299	45500300	ENSG00000132763.15	0.0	0
693	chr1	45523046	45523047	ENSG00000117450.14	0.05	4
694	chr1	45550542	45550543	ENSG00000117448.13	0.06999999999999999	1
695	chr1	45583845	45583846	ENSG00000132780.17	0.01	5
696	chr1	45624056	45624057	ENSG00000159588.15	0.25	2
697	chr1	45646196	45646197	ENSG00000225447.1	0.04	4
698	chr1	45651825	45651826	ENSG00000234329.1	0.060000000000000005	4
699	chr1	45688112	45688113	ENSG00000159592.11	0.02	1
700	chr1	45688180	45688181	ENSG00000159596.7	0.0	0
701	chr1	45697074	45697075	ENSG00000230896.1	0.0	0
702	chr1	45750649	45750650	ENSG00000197429.10	0.02	3
703	chr1	45786986	45786987	ENSG00000086015.21	0.0	0
704	chr1	46133035	46133036	ENSG00000117461.15	0.02	3
705	chr1	46220304	46220305	ENSG00000085998.14	0.0	0
706	chr1	46247687	46247688	ENSG00000085999.12	0.01	4
707	chr1	46303607	46303608	ENSG00000132128.16	0.91	3
708	chr1	46303697	46303698	ENSG00000173660.12	0.01	1
709	chr1	46340176	46340177	ENSG00000117481.10	0.0	0
710	chr1	46394316	46394317	ENSG00000117480.16	0.03	1
711	chr1	46432128	46432129	ENSG00000232022.7	0.0	0
712	chr1	46538695	46538696	ENSG00000269956.1	0.02	1
713	chr1	46616842	46616843	ENSG00000079277.20	0.0	0
714	chr1	46616890	46616891	ENSG00000142961.14	0.03	3
715	chr1	46673866	46673867	ENSG00000123472.12	0.03	3
716	chr1	46719113	46719114	ENSG00000159658.11	0.04	2
717	chr1	47179249	47179250	ENSG00000224805.2	0.02	2
718	chr1	47191043	47191044	ENSG00000162366.8	0.02	2
719	chr1	47225796	47225797	ENSG00000226252.1	0.2	3
720	chr1	47232219	47232220	ENSG00000162367.11	0.02	5
721	chr1	47314146	47314147	ENSG00000123473.15	0.05	2
722	chr1	47333796	47333797	ENSG00000162368.13	0.0	0
723	chr1	47434640	47434641	ENSG00000237424.1	0.02	4
724	chr1	47436016	47436017	ENSG00000186564.5	0.01	2
725	chr1	48222684	48222685	ENSG00000117834.12	0.01	2
726	chr1	48229560	48229561	ENSG00000272491.1	0.01	2
727	chr1	48435966	48435967	ENSG00000235105.1	0.15000000000000002	5
728	chr1	48472207	48472208	ENSG00000132122.12	0.01	1
729	chr1	48776968	48776969	ENSG00000162373.13	0.01	2
730	chr1	50960266	50960267	ENSG00000185104.20	0.72	2
731	chr1	50960744	50960745	ENSG00000123080.11	0.0	0
732	chr1	51236272	51236273	ENSG00000123091.5	0.0	0
733	chr1	51251471	51251472	ENSG00000233406.5	0.0	0
734	chr1	51345115	51345116	ENSG00000085831.15	0.03	2
735	chr1	51372269	51372270	ENSG00000232027.2	0.0	0
736	chr1	51461720	51461721	ENSG00000238140.1	0.04	1
737	chr1	51519265	51519266	ENSG00000085832.17	0.02	1
738	chr1	51577178	51577179	ENSG00000117859.19	0.0	0
739	chr1	51708136	51708137	ENSG00000236973.2	0.41000000000000003	1
740	chr1	51709061	51709062	ENSG00000232846.1	0.0	0
741	chr1	51793933	51793934	ENSG00000266993.3	0.03	3
742	chr1	51878936	51878937	ENSG00000078618.21	0.0	0
743	chr1	52033815	52033816	ENSG00000198841.3	0.0	0
744	chr1	52056170	52056171	ENSG00000117862.12	0.06999999999999999	1
745	chr1	52056198	52056199	ENSG00000134717.18	0.0	0
746	chr1	52142093	52142094	ENSG00000157077.14	0.05	2
747	chr1	52160599	52160600	ENSG00000228407.2	0.01	2
748	chr1	52366192	52366193	ENSG00000154222.14	0.0	0
749	chr1	52404422	52404423	ENSG00000085840.13	0.01	5
750	chr1	52404601	52404602	ENSG00000134748.13	0.08	3
751	chr1	52553486	52553487	ENSG00000134744.14	0.06999999999999999	4
752	chr1	52602370	52602371	ENSG00000116157.6	0.0	0
753	chr1	52633167	52633168	ENSG00000182183.15	0.0	0
754	chr1	52698346	52698347	ENSG00000162377.6	0.0	0
755	chr1	52726452	52726453	ENSG00000162378.13	0.18000000000000002	1
756	chr1	52772647	52772648	ENSG00000228929.1	0.02	5
757	chr1	52927211	52927212	ENSG00000121310.17	0.04	2
758	chr1	52927275	52927276	ENSG00000116171.18	0.01	1
759	chr1	52994725	52994726	ENSG00000226147.1	0.05	5
760	chr1	53062051	53062052	ENSG00000174348.13	0.17	2
761	chr1	53142631	53142632	ENSG00000162383.12	0.01	1
762	chr1	53196791	53196792	ENSG00000157184.7	0.01	4
763	chr1	53220633	53220634	ENSG00000162384.14	0.0	0
764	chr1	53238517	53238518	ENSG00000162385.11	0.0	0
765	chr1	53238609	53238610	ENSG00000226754.1	0.0	0
766	chr1	53328069	53328070	ENSG00000157193.16	0.01	1
767	chr1	53368244	53368245	ENSG00000230138.1	0.0	0
768	chr1	53838462	53838463	ENSG00000058804.12	0.0	0
769	chr1	53889797	53889798	ENSG00000058799.15	0.0	0
770	chr1	53945928	53945929	ENSG00000081870.11	0.0	0
771	chr1	53946084	53946085	ENSG00000116212.15	0.44	3
772	chr1	53976030	53976031	ENSG00000219102.3	0.08	4
773	chr1	54034879	54034880	ENSG00000280378.1	0.09	5
774	chr1	54053503	54053504	ENSG00000116209.11	0.0	0
775	chr1	54053583	54053584	ENSG00000116205.14	0.35000000000000003	1
776	chr1	54184040	54184041	ENSG00000116221.15	0.02	1
777	chr1	54200035	54200036	ENSG00000215883.10	0.0	0
778	chr1	54236439	54236440	ENSG00000198711.5	0.8300000000000001	1
779	chr1	54413478	54413479	ENSG00000157216.15	0.0	0
780	chr1	54542256	54542257	ENSG00000162390.17	0.0	0
781	chr1	54641753	54641754	ENSG00000184313.20	0.02	1
782	chr1	54715860	54715861	ENSG00000243725.7	0.0	0
783	chr1	54764522	54764523	ENSG00000162396.6	0.01	2
784	chr1	54801322	54801323	ENSG00000006555.11	0.0	0
785	chr1	54806062	54806063	ENSG00000162398.11	0.21000000000000002	1
786	chr1	54887194	54887195	ENSG00000116133.13	0.0	0
787	chr1	55039547	55039548	ENSG00000169174.10	0.01	3
788	chr1	55215363	55215364	ENSG00000162402.14	0.0	0
789	chr1	55329287	55329288	ENSG00000234810.3	0.25	2
790	chr1	56645300	56645301	ENSG00000162407.9	0.06999999999999999	5
791	chr1	58546733	58546734	ENSG00000173406.15	0.0	0
792	chr1	58546801	58546802	ENSG00000162600.12	0.01	1
793	chr1	58577772	58577773	ENSG00000184292.6	0.01	2
794	chr1	58700079	58700080	ENSG00000162601.10	0.0	0
795	chr1	58784326	58784327	ENSG00000177606.6	0.0	0
796	chr1	58785127	58785128	ENSG00000234807.6	0.0	0
797	chr1	58903746	58903747	ENSG00000232453.6	0.0	0
798	chr1	58933642	58933643	ENSG00000237352.3	0.09	2
799	chr1	59296637	59296638	ENSG00000172456.17	0.05	2
800	chr1	59814785	59814786	ENSG00000134709.11	0.01	4
801	chr1	59926772	59926773	ENSG00000134716.11	0.22	5
802	chr1	60073769	60073770	ENSG00000162598.13	0.0	0
803	chr1	60865258	60865259	ENSG00000162599.16	0.01	5
804	chr1	61725422	61725423	ENSG00000162604.12	0.0	0
805	chr1	61742405	61742406	ENSG00000132849.20	0.24000000000000002	4
806	chr1	62194848	62194849	ENSG00000240563.2	0.09	2
807	chr1	62436296	62436297	ENSG00000162607.13	0.0	0
808	chr1	62688367	62688368	ENSG00000116641.17	0.01	2
809	chr1	62784131	62784132	ENSG00000125703.15	0.09	4
810	chr1	63324440	63324441	ENSG00000230798.5	0.0	0
811	chr1	63367574	63367575	ENSG00000088035.17	0.01	3
812	chr1	63523371	63523372	ENSG00000203965.13	0.01	5
813	chr1	63547081	63547082	ENSG00000116652.6	0.01	2
814	chr1	63593410	63593411	ENSG00000079739.17	0.63	3
815	chr1	63593720	63593721	ENSG00000142856.16	0.12	2
816	chr1	64470128	64470129	ENSG00000158966.15	0.0	0
817	chr1	64745094	64745095	ENSG00000162437.14	0.39	5
818	chr1	64941978	64941979	ENSG00000233877.2	0.0	0
819	chr1	64966548	64966549	ENSG00000162434.12	0.42000000000000004	4
820	chr1	65002488	65002489	ENSG00000226891.8	0.0	0
821	chr1	65067736	65067737	ENSG00000231485.1	0.01	1
822	chr1	65147548	65147549	ENSG00000162433.15	0.0	0
823	chr1	65248218	65248219	ENSG00000116675.16	0.0	0
824	chr1	65420586	65420587	ENSG00000213625.9	0.0	0
825	chr1	65420651	65420652	ENSG00000116678.19	0.0	0
826	chr1	65792513	65792514	ENSG00000184588.18	0.0	0
827	chr1	66752458	66752459	ENSG00000152760.10	0.0	0
828	chr1	66924855	66924856	ENSG00000152763.17	0.03	1
829	chr1	66924894	66924895	ENSG00000198160.14	0.03	3
830	chr1	67054147	67054148	ENSG00000116704.8	0.0	0
831	chr1	67307363	67307364	ENSG00000081985.11	0.0	0
832	chr1	67430414	67430415	ENSG00000142864.14	0.55	2
833	chr1	67685200	67685201	ENSG00000116717.13	0.12	2
834	chr1	67832302	67832303	ENSG00000232284.7	0.0	0
835	chr1	68163089	68163090	ENSG00000234383.1	0.34	1
836	chr1	68233119	68233120	ENSG00000116729.14	0.01	1
837	chr1	69568260	69568261	ENSG00000033122.19	0.0	0
838	chr1	70205578	70205579	ENSG00000066557.6	0.01	2
839	chr1	70205681	70205682	ENSG00000116754.13	0.0	0
840	chr1	70354733	70354734	ENSG00000118454.13	0.13	1
841	chr1	70354804	70354805	ENSG00000197568.14	0.0	0
842	chr1	70411217	70411218	ENSG00000116761.11	0.01	2
843	chr1	71047807	71047808	ENSG00000050628.20	0.0	0
844	chr1	71081288	71081289	ENSG00000132485.14	0.0	0
845	chr1	72282538	72282539	ENSG00000172260.15	0.01	2
846	chr1	74198186	74198187	ENSG00000162620.16	0.0	0
847	chr1	74198211	74198212	ENSG00000254685.6	0.0	0
848	chr1	74673791	74673792	ENSG00000178965.14	0.0	0
849	chr1	74733151	74733152	ENSG00000162623.16	0.19	5
850	chr1	74733407	74733408	ENSG00000116791.14	0.01	4
851	chr1	75724346	75724347	ENSG00000117054.13	0.01	3
